Year,MajorArea,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,China Hong Kong SAR,China Macao SAR,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,North Korea,Rep. Dem. of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,South Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2015,Luxembourg,260573,19,357,0,314,104,0,0,0,0,0,40,0,0,80,1013,0,0,0,33,0,43,20730,0,0,0,0,0,2535,0,312,0,0,919,0,0,1692,0,63,248,0,0,0,0,0,61,1103,0,0,26,0,0,0,0,0,433,22,0,66,950,0,101,2655,0,122,37,0,26,0,0,0,551,0,0,0,0,1364,37876,0,0,0,0,0,14857,0,0,1909,0,0,0,0,0,0,0,0,0,0,0,1137,344,203,0,243,0,1703,0,42,21588,0,294,0,0,0,0,0,0,0,512,37,0,0,0,0,627,0,0,0,26,0,0,284,0,0,0,55,0,28,0,0,0,8945,0,257,0,0,0,0,33,4672,0,22,0,0,0,0,0,182,0,0,0,0,0,0,103,199,3297,99129,0,0,50,0,0,1820,409,26,0,0,0,0,0,0,0,0,0,33,6199,0,0,0,0,742,505,0,0,47,0,4185,0,0,0,0,0,2157,557,0,0,361,181,0,0,0,0,0,142,210,0,0,0,0,182,0,6854,0,1147,0,0,0,0,26,117,0,0,0,0,0
2015,Monaco,21042,6829,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Netherlands,1996318,419,5021,33852,1192,3975,0,0,5321,23,32,3170,850,3994,10366,6671,728,56,121,1335,82,284,54038,0,288,35,327,881,813,235,16089,0,615,18714,375,2334,11997,738,1923,9776,4380,0,56,85,0,3328,62708,0,0,14375,0,996,0,738,1268,267,1313,61301,563,681,97,5122,3514,96,75,8688,2182,12893,377,47,2150,937,9451,0,0,69,2896,24712,0,0,96,672,296,123273,14212,33,13959,0,47,0,0,756,2619,247,2356,1411,0,466,12801,407,22713,132159,29405,41384,5161,0,5086,24402,930,5835,923,228,2971,0,1143,71,210,3202,3475,134,1937,908,0,4433,1139,174,293,3630,0,179,348,0,0,320,361,0,3801,0,78,482,0,0,172291,655,1104,268,0,1639,0,0,3814,478,270,7079,0,0,2738,596,12127,0,318,132,201,3907,12381,98435,16750,0,101,7092,173,0,14757,56841,1157,0,77,56,0,67,26,0,157,1850,1012,26711,84,4263,3547,21893,505,152,0,27115,13470,0,24734,10461,0,4422,196783,83,4447,6889,9714,53,161,13990,0,1180,0,0,534,4568,204551,0,0,0,1508,1208,742,49549,1454,28285,0,658,443,0,3878,13600,0,0,486,994,1453
2015,Switzerland,2416394,69051,46034,4613,2008,9600,0,54,6716,0,113,8863,741,0,7872,65090,578,130,307,2114,85,1195,16243,63,566,0,72,3417,57542,74,47482,0,56,5955,645,582,2129,2599,7256,12369,0,0,204,305,0,7751,18405,0,0,11949,30,1231,0,935,3019,21766,3258,0,378,14233,500,6870,6006,101,365,10754,5053,6437,742,43,8893,589,5211,0,0,70,5567,152058,0,0,279,723,691,362506,2774,0,9252,0,47,0,0,1020,1231,343,136,1848,0,560,17521,413,19081,3654,9360,7539,3648,0,3834,264786,801,7596,687,2402,3412,0,470,500,1043,1676,6181,85,441,1099,2491,1262,2414,1770,109,2385,65,448,297,0,0,130,2916,0,6605,0,266,693,2796,0,17494,1266,253,331,0,953,31367,0,1888,609,199,3503,0,0,2445,88,4451,0,455,260,1020,9741,13416,26401,205887,0,70,3624,1195,0,14849,19234,1088,0,0,59,0,0,0,0,57,994,2343,168629,236,340,1866,0,12470,3916,0,4936,7636,0,62870,42139,184,1121,108,105,10201,0,3694,164,58804,19990,0,1866,0,0,340,11153,84488,96,0,0,794,7367,435,48058,888,38347,0,1706,741,0,3989,12051,0,0,463,366,1074
2015,LATIN AMERICA AND THE CARIBBEAN,9272027,76600,214254,334,340,1164,0,69,8235,1612,7865,290079,851,5326,4991,7725,9,1317,70,210,5153,329,8736,6375,35,150,17,518238,133,19,232522,4052,171,1858,43,30,1583,182,307,45892,4447,127,223,21,125,289798,118956,4564,9,1342129,2,165,10,30432,445,2905,78031,8469,80,3993,1164,279,2409,0,21574,118687,92403,4929,70839,68,30,426,262,2,57,10,1464,177602,4273,5,42,35,163,79742,268,23,4825,508,10873,9874,10,99408,84,1133,62418,420829,2,66540,5175,614,14862,1941,2020,922,1910,2,8493,288458,34355,77844,2268,75,239,102,134,10,1096,534,27872,12,48,375,106,1502,234,65,20,432,14,98,101,0,12941,3,5,2,67032,6,170,18,300,3052,2533,1819,135,65,7,82,33078,5,1147,340120,56,2709,6,7,2162,31,1192,29,22521,6,734769,492214,8321,17698,228592,18853,30,36306,488,1169,6782,13788,23,755,11794,13516,113,15651,0,59,82,2531,482,1548,35,11,315,1919,600,1300,1,56,23430,0,318812,99,1764,61,40143,18,4456,15440,21039,11,2006,1124,59,32,0,276,16635,174,2069,30,1591,4,104,8507,86,61773,137,1288696,3076,179132,42,227,122189,491,14,5,30,17,188
2015,Caribbean,1385784,32865,61708,0,103,302,0,0,92,1554,7673,3518,0,4479,370,646,0,1138,21,0,4750,0,982,407,0,134,8,281,5,14,1077,4052,0,220,0,3,3,121,23,12121,3402,27,135,3,14,2313,6835,154,0,25186,0,0,8,1831,0,0,23828,8176,0,201,0,0,58,0,20632,89989,1533,76,1318,0,0,16,94,0,0,0,36,106593,3330,0,0,0,0,5688,103,0,154,82,10435,7846,0,1215,0,0,33930,397452,0,2703,86,0,6093,319,40,27,302,0,117,7549,32026,1146,90,11,54,0,0,0,0,0,1232,0,0,0,0,0,0,0,0,35,0,0,25,0,10235,0,0,0,5352,0,0,0,0,3046,34,0,0,0,0,0,18489,0,92,1377,27,799,0,0,69,0,196,0,2033,0,25,4488,4366,171,1755,14171,0,679,12,811,209,2435,0,97,11744,11802,64,15099,0,0,0,18,0,73,0,0,0,1848,0,0,0,0,204,0,16271,39,19,0,4362,12,103,2430,764,0,26,68,0,0,0,0,12409,0,62,0,1586,0,12,671,0,20090,14,246756,3067,793,0,0,21074,64,12,0,0,9,33
2015,Anguilla,5470,183,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,454,406,0,0,0,0,0,0,0,0,0,0
2015,Antigua and Barbuda,28083,216,179,0,0,0,0,0,0,39,0,0,0,5,7,0,0,2,0,0,302,0,0,14,0,14,0,0,0,0,0,98,0,0,0,0,0,0,0,434,11,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0,4745,1784,0,10,0,0,0,0,90,0,0,0,0,41,5,0,0,0,0,83,31,0,0,0,192,76,0,0,0,0,6472,33,0,7,0,0,79,0,0,0,0,0,0,72,3990,20,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,1138,0,0,0,0,0,0,16,0,12,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,476,676,0,918,0,0,0,0,0,0,0,0,0,23,0,0,0,0,45,0,12,0,0,0,45,0,0,0,244,0,0,0,0,0,0,0,720,0,0,0,6,0,0,0,0,994,0,2626,711,0,0,0,39,0,0,0,0,0,0
2015,Aruba,36114,479,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,1127,0,0,9762,0,0,0,0,0,0,0,2455,0,0,0,0,0,0,107,4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,289,1632,0,0,0,0,330,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4585,0,0,107,0,0,0,0,0,0,0,0,0,0,0,1134,1004,0,164,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,0,0,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,612,0,0,0,0,3399,0,0,0,0,0,0
2015,Bahamas,59306,376,632,0,0,0,0,0,0,0,14,111,0,0,83,40,0,0,0,0,238,0,30,44,0,39,0,0,0,14,121,3,0,21,0,0,0,0,0,1567,0,23,0,0,0,35,172,26,0,193,0,0,0,54,0,0,401,0,0,0,0,0,16,0,75,291,43,31,73,0,0,16,0,0,0,0,0,143,0,0,0,0,0,289,48,0,91,0,33,0,0,35,0,0,1335,27591,0,43,0,0,598,33,0,0,59,0,0,158,7503,35,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,54,0,24,10,0,160,0,0,12,0,0,0,52,0,0,314,1117,20,16,0,0,0,0,0,102,56,0,0,34,78,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,111,39,0,0,0,12,29,307,0,0,0,0,0,0,0,0,390,0,0,0,1545,0,12,18,0,1993,0,9664,0,17,0,0,30,0,0,0,0,0,15
2015,Barbados,34475,3519,10559,0,0,0,0,0,0,0,194,0,0,0,24,0,0,49,0,0,0,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,6594,33,0,0,0,0,463,0,0,0,0,0,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2177,0,3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,1490,0,0,0,0,0,0,0,0,2509,0,1034,0,0,0,0,0,0,0,0,0,0,0
2015,British Virgin Islands,19132,1787,1132,0,0,0,0,0,0,0,757,0,0,0,23,0,0,25,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,1709,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,2266,0,0,0,0,0,39,0,0,0,0,0,0,0,1901,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,1360,516,0,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,800,0,1722,0,0,0,0,0,0,0,0,0,0,0
2015,Caribbean Netherlands,13002,86,507,0,0,0,0,0,0,28,25,3,0,755,0,0,0,21,0,0,64,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,87,0,0,0,0,0,0,17,17,0,588,0,0,0,0,0,0,45,4115,0,0,0,0,0,0,22,1362,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,164,100,0,0,0,0,9,44,0,0,0,0,0,17,394,29,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,47,10,0,0,0,0,0,0,0,0,26,0,0,13,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,17,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,55,0,588,0,0,0,0,480,0,0,0,0,0,0
2015,Cayman Islands,23726,50,20,0,0,0,0,0,0,0,0,11,0,0,170,46,0,168,0,0,166,0,11,319,0,31,0,0,0,0,65,0,0,0,0,0,0,0,0,1315,0,0,0,0,14,0,0,0,0,380,0,0,0,118,0,0,686,11,0,0,0,0,17,0,0,60,0,0,0,0,0,0,0,0,0,0,9,35,0,0,0,0,0,124,0,0,0,0,15,0,0,0,0,0,304,17,0,1661,0,0,528,0,9,0,210,0,11,83,9351,19,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,35,0,52,359,27,9,0,0,0,0,100,0,124,0,0,14,1708,0,0,44,0,0,0,0,0,0,0,0,0,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,27,0,0,0,0,0,0,74,0,0,0,50,0,0,0,0,285,0,0,0,0,0,0,0,0,1944,14,2607,0,0,0,0,33,0,0,0,0,9,17
2015,Cuba,13336,211,631,0,103,44,0,0,92,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,125,0,0,0,0,0,57,0,0,0,0,0,166,277,0,0,149,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,113,57,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,318,0,0,0,82,76,0,0,64,0,0,0,872,0,0,65,0,0,0,0,0,0,0,0,208,276,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,77,0,0,80,0,89,0,115,0,0,0,0,64,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,47,0,500,0,0,0,0,182,0,0,0,0,0,0
2015,Curacao,37611,394,170,0,0,0,0,0,0,42,54,21,0,1708,0,0,0,81,0,0,191,0,91,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,90,2334,0,0,0,0,0,489,111,0,4797,0,0,0,0,0,0,233,0,0,0,0,0,0,0,107,5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,2,94,0,0,0,0,458,1968,0,0,0,0,637,182,0,0,0,0,0,23,1300,130,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,919,15,0,0,0,0,0,0,0,0,181,0,0,291,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,20,0,0,0,1871,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,24,0,330,28,0,0,0,1787,0,0,0,0,0,0
2015,Dominica,6720,206,1077,0,0,0,0,0,0,19,442,0,0,47,7,0,0,12,0,0,167,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,184,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,23,0,0,0,0,30,0,0,0,0,0,38,0,0,0,0,190,1395,0,0,0,0,28,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,63,281,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,16,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,633,0,623,0,0,0,0,30,0,0,0,0,0,0
2015,Dominican Republic,415564,6352,2117,0,0,0,0,0,0,34,179,1071,0,160,40,208,0,39,21,0,0,0,256,0,0,16,8,171,5,0,645,75,0,74,0,3,3,121,23,1216,0,0,135,3,0,633,1484,0,0,3606,0,0,8,307,0,0,3841,0,0,30,0,0,25,0,15,0,582,0,267,0,0,0,0,0,0,0,27,2043,0,0,0,0,0,1661,0,0,63,0,0,56,0,429,0,0,23,329281,0,424,21,0,95,0,31,27,33,0,61,3795,133,345,0,11,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,18,0,0,25,0,33,0,0,0,1498,0,0,0,0,0,34,0,0,0,0,0,593,0,0,292,0,25,0,0,55,0,79,0,757,0,25,1428,51,44,107,6083,0,565,12,0,43,482,0,97,137,0,64,0,0,0,0,18,0,73,0,0,0,0,0,0,0,0,11,0,7062,0,19,0,27,0,74,1045,25,0,26,0,0,0,0,0,23,0,31,0,35,0,0,76,0,482,0,25814,82,183,0,0,5417,0,12,0,0,0,0
2015,Grenada,7057,1496,738,0,0,0,0,0,0,0,38,0,0,0,0,0,0,30,0,0,178,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,163,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,341,0,0,0,0,0,0
2015,Guadeloupe,98507,1070,4415,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4373,947,0,0,0,0,0,0,0,0,0,0,0,55739,1191,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,188,15284,0,0,0,0,200,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,9446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,397,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,223,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,496,0,0,0,0,0,0,0,0,0,0,0
2015,Haiti,39529,845,1973,0,0,0,0,0,0,0,0,964,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,0,0,0,0,0,690,721,0,0,1715,0,0,0,568,0,0,2492,0,0,0,0,0,0,0,0,4984,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,0,0,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,0,0,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2684,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328,0,593,0,0,5198,0,0,0,0,0,0
2015,Jamaica,23167,224,2246,0,0,0,0,0,0,0,153,0,0,0,0,0,0,662,0,0,533,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,1791,0,0,0,0,0,0,0,137,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,302,0,0,0,0,0,160,0,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,328,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299,0,0,0,0,0,0,0,0,4739,0,6193,0,0,0,0,0,0,0,0,0,0,0
2015,Martinique,61731,563,1181,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,138,0,0,0,0,0,0,0,0,0,0,0,47092,1807,0,0,0,0,0,0,0,0,0,0,5460,0,0,0,0,0,1768,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Montserrat,1351,20,213,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,105,0,121,0,0,0,0,0,0,0,0,0,0,0
